acs_key,median_hh_income,median_hh_income_margin,owner_occupied_margin,avg_home_value,avg_home_value_margin,median_gross_rent,median_gross_rent_margin,income_more_than_200000,income_more_than_200000_margin,cbsa,fips,prop_vacant_hh,avg_home_value_zillow,median_gross_rent_zillow,neighborhood_change,current_PBV,current_HCV,current_hcv_percent_occupied,24_months_back_PBV,24_months_back_HCV,12_months_back_PBV,12_months_back_HCV,hcv_change_12_months,hcv_change_24_months,pbv_change_12_months,pbv_change_24_months,hcv_rate_change_24_months,hcv_rate_change_12_months,pbv_rate_change_12_months,24months_back_mean_house_val,12months_back_mean_house_val,current_mean_house_val,24months_back_mean_rent,12months_back_mean_rent,current_mean_rent,rental_vacancy_rate_2013,prop_vacant_hh_2013,is_eligible_gent,is_eligible_decl,abs_change_avg_home_value,pct_change_avg_home_value,abs_change_median_gross_rent,pct_change_median_gross_rent,abs_change_count_above_0.8_income,pct_change_count_above_0.8_income,abs_change_count_below_0.8_income,abs_change_prop_no_bachelors,abs_change_prop_owner_occupied,pct_change_prop_owner_occupied,abs_change_prop_renter_occupied,abs_change_owner_occupied,pct_change_owner_occupied,abs_change_renter_occupied,diff_12months_back_mean_house_val,diff_24months_back_mean_house_val,diff_12months_back_mean_rent,diff_24months_back_mean_rent,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_25
"Census Tract 1015, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:101500",109447.0,17073.0,159,619680.3333333335,66882.0,1847.0,91.0,893,165,47900,51013101500,0.03556938057884772,619680.3333333335,2223.4166666666665,unchanging,0.0,26.0,94.0,0.0,20.0,0.0,25.0,-1.0,-6.0,0.0,0.0,0.0,0.0,0.0,619680.3333333335,626434.1666666665,636295.0833333335,2223.4166666666665,2247.75,2284.9166666666665,3.6,0.03383084577114428,False,False,186719.66666666648,0.2315472056878305,-55.0,-0.03069196428571428,702,0.09569247546346783,-56,0.010615536537195493,-0.018011343068266992,-0.11062734779898134,-0.011914561625198272,-28,-0.0213903743315508,91,9860.916666666977,16614.75,37.166666666666515,61.5,1884,893,412,449,719,367,355,195,123,97,171,63,88,121
"Census Tract 1024, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:102400",93265.0,8184.0,94,476802.41666666674,48247.0,1534.0,176.0,267,78,47900,51013102400,0.042758205359831374,476802.41666666674,1650.916666666667,unchanging,6.0,17.0,94.0,6.0,30.0,6.0,25.0,8.0,13.0,0.0,0.0,1.0,0.6,0.4,476802.41666666674,482343.08333333326,497752.75,1650.916666666667,1682.416666666667,1720.583333333333,2.6,0.01694915254237288,False,False,13297.583333333258,0.027132387948037656,-160.0,-0.11644832605531295,206,0.06850681742600599,72,-0.015168569652894703,-0.003525854776315035,-0.016415978447552146,-0.01844828086760686,48,0.06209573091849936,3,15409.666666666744,20950.333333333256,38.16666666666606,69.66666666666606,406,435,276,211,414,254,157,52,123,78,114,31,15,64
"Census Tract 1004, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:100400",200417.0,21146.0,89,969415.4166666664,37814.0,3501.0,154.0,646,87,47900,51013100400,0.014544526664965553,969415.4166666664,2724.25,unchanging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969415.4166666664,972833.4166666664,998736.8333333336,2724.25,2769.833333333333,2855.833333333333,0.0,0.013688016528925621,False,False,-21615.416666666395,-0.022805883801082925,-1500.0,-0.7496251874062968,-90,-0.02406417112299465,43,-0.00543856898210926,-0.0066974123732863045,-0.0228882442271532,0.00630247006003809,-40,-0.0353045013239188,23,25903.41666666721,29321.41666666721,86.0,131.58333333333303,94,25,144,362,337,364,266,132,154,62,193,128,62,112
"Census Tract 1011, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:101100",170214.0,17731.0,134,665200.0,34178.0,2820.0,128.0,753,145,47900,51013101100,0.028586278586278588,618810.5,1719.833333333333,unchanging,6.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335553.833333333,2387547.916666666,2470873.5,1719.833333333333,1767.04196682875,1793.81142093375,9.2,0.019410622904535026,False,False,-9000.0,-0.013715330691862235,-819.0,-0.4092953523238381,-86,-0.015756687431293513,-19,0.06669886574271687,0.014719569510464159,0.04835698574829008,-0.012556739661027648,53,0.03072463768115942,-80,83325.58333333395,135319.66666666698,26.769454105000023,73.97808760041698,644,532,325,731,277,477,273,164,202,91,94,94,52,72
"Census Tract 1025, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:102500",98962.0,10154.0,100,476802.41666666674,65278.0,1651.0,142.0,316,107,47900,51013102500,0.02563156924211691,476802.41666666674,1650.916666666667,unchanging,0.0,12.0,94.0,0.0,14.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,476802.41666666674,482343.08333333326,497752.75,1650.916666666667,1682.416666666667,1720.583333333333,6.2,0.02796927319283041,False,False,49597.58333333325,0.09422033308004038,-129.0,-0.08475689881734559,-456,-0.10270270270270272,110,0.06311196879914628,-0.019683305275050383,-0.20477897721604668,0.017633478544375636,-140,-0.2868852459016393,-25,15409.666666666744,20950.333333333256,38.16666666666606,69.66666666666606,1160,850,403,431,268,375,373,122,76,17,97,63,8,54
"Census Tract 1032, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:103200",93770.0,9628.0,190,476802.41666666674,21831.0,1674.0,106.0,94,65,47900,51013103200,0.05780032614604095,476802.41666666674,1650.916666666667,unchanging,0.0,7.0,0.0,0.0,6.0,0.0,7.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,476802.41666666674,482343.08333333326,497752.75,1650.916666666667,1682.416666666667,1720.583333333333,13.1,0.05434782608695652,False,False,-157202.41666666674,-0.4918723925740511,-205.0,-0.13955071477195372,-578,-0.1380463338906138,119,0.0044359082997005314,0.0036549268892872014,0.0190266770162482,0.03644037450216892,-68,-0.06995884773662553,45,15409.666666666744,20950.333333333256,38.16666666666606,69.66666666666606,1210,788,763,387,282,268,323,63,122,96,43,235,30,0
"Census Tract 1001, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:100100",181987.0,20807.0,89,2638474.5,44368.0,2745.0,333.0,761,108,47900,51013100100,0.012017336485421592,2638474.5,1452.93333242525,unchanging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2638474.5,2674446.666666666,2755339.416666667,1452.93333242525,1477.2444435211667,1523.1111101591666,11.0,0.009946290033817386,False,False,-1942774.5,-2.792546356188012,-744.0,-0.3718140929535233,-85,-0.017708333333333333,36,-0.04413446018847367,0.003415755080171445,0.011673012092468972,-0.0011881466558127385,3,0.0020394289598912306,-8,80892.75000000093,116864.91666666698,45.86666663799997,70.17777773391663,212,315,322,522,333,362,352,160,207,120,154,122,52,50
"Census Tract 1007, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:100700",121250.0,34237.0,162,2381147.166666666,59583.0,1402.0,98.0,774,118,47900,51013100700,0.02386002120890774,2381147.166666666,2354.043935138583,unchanging,8.0,24.0,94.0,8.0,15.0,8.0,23.0,-1.0,-9.0,0.0,0.0,1.0,0.7575757575757576,0.24242424242424246,2381147.166666666,2399132.083333333,2460350.25,2354.043935138583,2393.3211393195,2467.347792700833,0.0,0.030781219559711668,False,False,-1664947.166666666,-2.324695848459461,81.0,0.05461901550910317,-489,-0.1087149844375278,-36,0.028721597993747083,-0.0037260204126956533,-0.013980747645004956,0.019858094929385242,-161,-0.11769005847953215,38,61218.16666666698,79203.08333333395,74.02665338133284,113.30385756224996,392,461,618,445,260,388,449,114,140,101,144,180,72,40
"Census Tract 1038, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:103800",90288.0,10499.0,134,1048845.166666667,120088.0,1832.0,67.0,151,71,47900,51013103800,0.05474381453341126,1048845.166666667,1915.8687044,unchanging,0.0,69.0,94.0,0.0,84.0,0.0,91.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,1048845.166666667,1059317.083333333,1084219.416666667,1915.8687044,1958.270184605,1987.5060554416668,10.5,0.08967032967032967,False,False,-629745.166666667,-1.5026131392666833,-103.0,-0.059572006940428,-632,-0.16188524590163936,49,-0.0062457987201919325,0.0003878373720571232,0.0037072689976048547,0.033050055341113216,-59,-0.12394957983193278,-46,24902.333333333954,35374.25,29.23587083666689,71.63735104166676,918,711,526,534,249,135,278,55,59,42,67,59,13,0
"Census Tract 1002, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:100200",191591.0,22142.0,140,1846423.083333333,40529.0,3111.0,440.0,1045,155,47900,51013100200,0.010806074766355141,1846423.083333333,2600.534059733,unchanging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1846423.083333333,1874582.1666666663,1930021.083333333,2600.534059733,2644.047324260667,2726.1418196766667,0.0,0.009013002364066195,False,False,-1088623.083333333,-1.4365572490542795,-1110.0,-0.5547226386806596,-23,-0.0034596871239470518,-57,0.002452170111286067,0.015170690550363462,0.050804173005868335,-0.01011252789377168,80,0.03958436417615042,-71,55438.916666666744,83598.0,82.09449541599952,125.60775994366668,233,433,532,504,641,504,420,85,146,124,111,251,142,85
"Census Tract 1010, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:101000",160729.0,22430.0,63,1761466.833333333,38563.0,1380.0,106.0,447,82,47900,51013101000,0.00885766646304215,1761466.833333333,113.623019,unchanging,0.0,32.0,94.0,0.0,32.0,0.0,30.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1761466.833333333,1772697.9166666663,1824055.166666667,113.623019,115.52420866666668,119.11109666666668,0.0,0.021739130434782608,False,False,-1101566.833333333,-1.6692935798353281,-47.0,-0.035258814703675916,-174,-0.06207634677131645,-18,-0.07956240978870166,0.0012272968904911141,0.004529974870052232,0.006219136713976003,-48,-0.05748502994011976,-3,51357.2500000007,62588.333333333954,3.586888000000002,5.488077666666683,179,233,311,206,371,266,124,53,187,123,82,85,22,26
"Census Tract 1021, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:102100",100991.0,18622.0,56,476802.41666666674,25794.0,334.0,30.0,130,34,47900,51013102100,0.014613778705636744,476802.41666666674,1650.916666666667,unchanging,234.0,1.0,0.0,234.0,1.0,235.0,1.0,0.0,0.0,1.0,0.0,-0.0,0.004273504273504274,0.9957264957264956,476802.41666666674,482343.08333333326,497752.75,1650.916666666667,1682.416666666667,1720.583333333333,1.6,0.002740977615349475,False,False,132297.58333333326,0.21720174574508824,-98.0,-0.4152542372881356,-244,-0.1342134213421342,38,0.07233481344025439,0.006319507959230475,0.024970041376815008,0.010505554914446965,-37,-0.06678700361010831,-9,15409.666666666744,20950.333333333256,38.16666666666606,69.66666666666606,131,191,203,93,184,134,155,155,95,28,85,101,140,222
"Census Tract 1022, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:102200",43167.0,18248.0,153,476802.41666666674,39196.0,1342.0,50.0,82,64,47900,51013102200,0.03511530398322851,476802.41666666674,1650.916666666667,inclusively growing,7.0,262.0,94.0,6.0,249.0,7.0,259.0,-3.0,-13.0,0.0,-1.0,0.9090909090909092,0.9742647058823528,0.025735294117647058,476802.41666666674,482343.08333333326,497752.75,1650.916666666667,1682.416666666667,1720.583333333333,7.3,0.044548818673498435,False,False,-217302.41666666674,-0.8373888888888892,-124.0,-0.10180623973727422,-430,-0.07685433422698837,-176,-0.06544373285496641,0.014397892285079497,0.11202612535433948,-0.0184343373310632,32,0.035437430786267994,-273,15409.666666666744,20950.333333333256,38.16666666666606,69.66666666666606,701,834,447,614,659,521,321,312,132,107,60,191,1,33
"Census Tract 1013, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:101300",170270.0,10724.0,144,669200.0,24346.0,2954.0,817.0,884,153,47900,51013101300,0.007244277021153289,618810.5,1719.833333333333,unchanging,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387234.333333333,1402714.5,1438996.3333333337,1719.833333333333,1767.04196682875,1793.81142093375,0.0,0.011051373954599762,False,False,-40600.0,-0.0645879732739421,-953.0,-0.4762618690654673,-192,-0.0302505120529384,-14,0.03117482992162468,-0.0033848170339697004,-0.012761675033480354,0.011472355596545872,-78,-0.04391891891891892,63,36281.83333333372,51762.0000000007,26.769454105000023,73.97808760041698,883,399,577,591,455,498,576,85,161,135,132,149,102,98
"Census Tract 1019, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:101900",187841.0,38792.0,70,1691665.666666667,40276.0,2769.0,1130.0,538,84,47900,51013101900,0.02116564417177914,1691665.666666667,1119.3539488215833,unchanging,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691665.666666667,1711627.2499999998,1747725.8333333337,1119.3539488215833,1131.6098937445834,1150.3254409454166,0.0,0.029285949325436,False,False,-854165.666666667,-1.0198993034825874,-1052.0,-0.6126965637740245,-255,-0.08753861997940267,34,-0.007419151596803286,0.009217796457908156,0.037005130033795096,0.012944098902407776,-25,-0.03302509907529723,15,36098.583333333954,56060.166666666744,18.71554720083327,30.971492123833286,571,361,168,245,289,145,172,93,111,75,87,86,16,7
"Census Tract 1033, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:103300",72378.0,15681.0,69,476802.41666666674,59364.0,1488.0,127.0,45,34,47900,51013103300,0.03861003861003861,476802.41666666674,1650.916666666667,unchanging,76.0,3.0,0.0,79.0,5.0,76.0,5.0,2.0,2.0,0.0,3.0,0.0,0.012987012987012988,0.987012987012987,476802.41666666674,482343.08333333326,497752.75,1650.916666666667,1682.416666666667,1720.583333333333,8.0,0.05157055789967183,False,False,25697.583333333256,0.05113946932006618,-59.0,-0.041287613715885234,-263,-0.16134969325153375,65,0.0670639825886219,-0.005178777330676052,-0.04472199209041302,0.024243049559505292,-35,-0.1417004048582996,-21,15409.666666666744,20950.333333333256,38.16666666666606,69.66666666666606,346,520,133,157,155,156,62,99,46,20,6,53,19,41
"Census Tract 1008, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:100800",104527.0,8724.0,50,969415.4166666664,55517.0,1777.0,217.0,84,32,47900,51013100800,0.016697588126159554,969415.4166666664,2724.25,unchanging,0.0,8.0,0.0,0.0,11.0,0.0,7.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,969415.4166666664,972833.4166666664,998736.8333333336,2724.25,2769.833333333333,2855.833333333333,10.8,0.013919821826280623,False,False,-337715.4166666664,-0.5346136087805389,87.0,0.04667381974248927,180,0.11090573012939002,-1,0.016048668396951626,-0.002199968871938296,-0.00925326485714562,-0.0319506826824676,39,0.09133489461358314,-41,25903.41666666721,29321.41666666721,86.0,131.58333333333303,227,107,105,116,107,93,138,42,37,12,49,80,29,38
"Census Tract 1034.01, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:103401",25341.0,15672.0,12,582100.0,25712.5,1896.0,1205.0,4,6,47900,51013103401,0.16374269005847952,618810.5,1719.833333333333,unchanging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571400.8333333335,586439.1666666667,613678.0,1719.833333333333,1767.04196682875,1793.81142093375,0.0,0.3955223880597015,False,False,-17950.0,-0.031817778959496584,-483.0,-0.3418259023354565,-21,-0.2333333333333333,-16,0.02890224370748052,0.0,0.022170500371555307,-0.021471589421314552,0,0.0,-23,27238.833333333256,42277.16666666651,26.769454105000023,73.97808760041698,160,30,18,31,0,15,0,8,7,0,0,0,0,0
"Census Tract 1017.01, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:101701",100466.0,23409.0,109,1251598.25,95082.0,2026.0,157.0,459,148,47900,51013101701,0.18815663801337154,1251598.25,2196.8046310026666,inclusively growing,14.0,31.0,94.0,14.0,32.0,14.0,33.0,2.0,1.0,0.0,0.0,1.0,0.6744186046511628,0.32558139534883723,1251598.25,1261616.25,1279945.0,2196.8046310026666,2210.2208905279995,2257.4237913066668,4.9,0.2086483217417599,False,False,-716598.25,-1.3394359813084111,-144.0,-0.0765143464399575,152,0.052613361024575984,14,0.0724936183874455,-0.02210192131978252,-0.19915818475346256,-0.04994605424881393,-51,-0.13896457765667575,-98,18328.75,28346.75,47.2029007786673,60.61916030400016,1121,678,181,152,176,117,72,0,59,27,0,32,0,0
"Census Tract 1017.02, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:101702",94174.0,17650.0,204,1251598.25,99450.0,1657.0,172.0,639,195,47900,51013101702,0.1472819216182048,1251598.25,2143.5146514293333,inclusively growing,0.0,39.0,94.0,0.0,31.0,0.0,31.0,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0,1251598.25,1261616.25,1279945.0,2143.5146514293333,2135.06976747925,2202.3699513930833,6.8,0.1889112452492734,False,False,-761198.25,-1.5521987153344208,-188.0,-0.1279782164737917,-253,-0.073121387283237,-20,-0.02635411559992606,-0.01819273556778236,-0.09804350143938616,-0.01933330563518776,-137,-0.1650602409638554,-196,18328.75,28346.75,67.30018391383328,58.855299963749985,870,1098,489,397,367,252,166,51,82,79,75,22,81,31
"Census Tract 1017.03, Arlington County, Virginia: Summary level: 140, state:51> county:013> tract:101703",96607.0,17952.0,84,631917.9166666665,99436.0,1627.0,124.0,150,63,47900,51013101703,0.08971774193548387,631917.9166666665,2140.333333333333,unchanging,0.0,17.0,94.0,0.0,17.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,631917.9166666665,635182.0833333335,643649.9166666665,2140.333333333333,2130.583333333333,2199.083333333333,0.0,0.07599225556631171,False,False,-240917.91666666648,-0.6161583546462059,-34.0,-0.021343377275580663,25,0.015693659761456372,57,-0.03257934218118873,-0.0117903538082004,-0.058980317113176826,-0.0037116876932205,-7,-0.01694915254237288,28,8467.833333333023,11732.0,68.5,58.75,415,390,215,199,40,67,180,32,34,38,23,59,42,0
